node_id,feature_id,value
20,11058,1.0
20,11976,1.0
20,12028,1.0
20,13684,1.0
20,14831,1.0
20,15388,1.0
20,15795,1.0
20,17881,1.0
20,18308,1.0
20,19049,1.0
20,19231,1.0
20,19286,1.0
20,19335,1.0
20,21159,1.0
20,24040,1.0
20,24266,1.0
20,28758,1.0
20,28776,1.0
21,587,1.0
21,930,1.0
21,1343,1.0
21,6241,1.0
21,16779,1.0
21,20941,1.0
21,21787,1.0
21,21925,1.0
21,26462,1.0
21,28367,1.0
22,2,1.0
22,12,1.0
22,16,1.0
22,32,1.0
22,35,1.0
22,42,1.0
22,49,1.0
22,60,1.0
22,63,1.0
22,95,1.0
22,109,1.0
22,138,1.0
22,153,1.0
22,247,1.0
22,454,1.0
22,505,1.0
22,523,1.0
22,711,1.0
22,724,1.0
22,1063,1.0
22,1220,1.0
22,1264,1.0
22,2269,1.0
22,2340,1.0
22,3050,1.0
22,3779,1.0
22,4547,1.0
22,4677,1.0
22,7064,1.0
22,7128,1.0
22,7499,1.0
22,7548,1.0
22,7955,1.0
22,7957,1.0
22,8028,1.0
22,8349,1.0
22,9466,1.0
22,10571,1.0
22,10680,1.0
22,10813,1.0
22,10872,1.0
22,13521,1.0
22,13753,1.0
22,13804,1.0
22,14413,1.0
22,14720,1.0
22,15677,1.0
22,15744,1.0
22,16371,1.0
22,18351,1.0
22,18654,1.0
22,19698,1.0
22,19899,1.0
22,20875,1.0
22,21034,1.0
22,21133,1.0
22,21220,1.0
22,21298,1.0
22,21342,1.0
22,22041,1.0
22,23492,1.0
22,24263,1.0
22,24306,1.0
22,28435,1.0
22,28725,1.0
23,106,1.0
23,179,1.0
23,388,1.0
23,422,1.0
23,786,1.0
23,813,1.0
23,822,1.0
23,1252,1.0
23,1884,1.0
23,2514,1.0
23,3660,1.0
23,5040,1.0
23,8784,1.0
23,10767,1.0
23,11422,1.0
23,11999,1.0
23,19707,1.0
23,26170,1.0
23,26221,1.0
23,27749,1.0
23,29758,1.0
23,30540,1.0
24,1806,1.0
24,2002,1.0
24,2901,1.0
24,3859,1.0
24,7920,1.0
24,8349,1.0
24,12932,1.0
24,13162,1.0
24,13192,1.0
24,13512,1.0
24,13628,1.0
24,14443,1.0
24,15351,1.0
24,16159,1.0
24,16462,1.0
24,16861,1.0
24,18308,1.0
24,18789,1.0
24,20131,1.0
24,21779,1.0
24,21800,1.0
24,24558,1.0
24,24612,1.0
24,25090,1.0
24,25575,1.0
24,26809,1.0
24,27272,1.0
24,28156,1.0
25,9301,1.0
25,12271,1.0
26,76,1.0
26,156,1.0
26,2337,1.0
26,6888,1.0
26,24612,1.0
26,27355,1.0
27,220,1.0
27,495,1.0
27,925,1.0
27,959,1.0
27,8028,1.0
27,8349,1.0
27,11097,1.0
27,12742,1.0
27,16699,1.0
27,19824,1.0
27,26646,1.0
28,2,1.0
28,16,1.0
28,83,1.0
28,95,1.0
28,505,1.0
28,523,1.0
28,675,1.0
28,711,1.0
28,754,1.0
28,1063,1.0
28,1101,1.0
28,2269,1.0
28,4078,1.0
28,4488,1.0
28,5040,1.0
28,5969,1.0
28,7008,1.0
28,7180,1.0
28,7548,1.0
28,7568,1.0
28,7575,1.0
28,7929,1.0
28,8516,1.0
28,9301,1.0
28,9466,1.0
28,12028,1.0
28,12343,1.0
28,13521,1.0
28,14430,1.0
28,14712,1.0
28,15502,1.0
28,15522,1.0
28,15576,1.0
28,17616,1.0
28,18493,1.0
28,18663,1.0
28,20875,1.0
28,21034,1.0
28,22242,1.0
28,27973,1.0
28,28435,1.0
28,28760,1.0
28,28908,1.0
28,29422,1.0
28,30612,1.0
28,31027,1.0
29,5,1.0
29,12,1.0
29,42,1.0
29,61,1.0
29,73,1.0
29,94,1.0
29,97,1.0
29,153,1.0
29,222,1.0
29,246,1.0
29,275,1.0
29,414,1.0
29,505,1.0
29,675,1.0
29,729,1.0
29,1063,1.0
29,1135,1.0
29,1806,1.0
29,2050,1.0
29,2499,1.0
29,3409,1.0
29,3442,1.0
29,3660,1.0
29,3696,1.0
29,3851,1.0
29,4147,1.0
29,5040,1.0
29,5154,1.0
29,7180,1.0
29,7308,1.0
29,7768,1.0
29,8349,1.0
29,8675,1.0
29,8784,1.0
29,9301,1.0
29,9863,1.0
29,12042,1.0
29,12085,1.0
29,12766,1.0
29,12925,1.0
29,13373,1.0
29,13753,1.0
29,13795,1.0
29,13804,1.0
29,14126,1.0
29,14803,1.0
29,15124,1.0
29,15156,1.0
29,15858,1.0
29,16182,1.0
29,16842,1.0
29,16861,1.0
29,18257,1.0
29,20482,1.0
29,20772,1.0
29,20875,1.0
29,21034,1.0
29,21486,1.0
29,21824,1.0
29,22531,1.0
29,23637,1.0
29,24030,1.0
29,24565,1.0
29,24798,1.0
29,24884,1.0
29,25514,1.0
29,26608,1.0
29,26725,1.0
29,27529,1.0
29,27606,1.0
29,29254,1.0
29,29422,1.0
29,29649,1.0
29,30094,1.0
29,30491,1.0
30,84,1.0
30,87,1.0
30,108,1.0
30,246,1.0
30,325,1.0
30,398,1.0
30,620,1.0
30,675,1.0
30,832,1.0
30,868,1.0
30,938,1.0
30,2380,1.0
30,3750,1.0
30,6000,1.0
30,6023,1.0
30,10157,1.0
30,13496,1.0
31,7,1.0
31,10,1.0
31,87,1.0
31,112,1.0
31,120,1.0
31,153,1.0
31,174,1.0
31,354,1.0
31,382,1.0
31,456,1.0
31,523,1.0
31,525,1.0
31,544,1.0
31,589,1.0
31,604,1.0
31,646,1.0
31,648,1.0
31,790,1.0
31,795,1.0
31,806,1.0
31,837,1.0
31,868,1.0
31,958,1.0
31,1001,1.0
31,1090,1.0
31,1237,1.0
31,1297,1.0
31,1336,1.0
31,1387,1.0
31,1666,1.0
31,1801,1.0
31,2359,1.0
31,2704,1.0
31,3050,1.0
31,3064,1.0
31,3121,1.0
31,4822,1.0
31,4824,1.0
31,4957,1.0
31,5459,1.0
31,7831,1.0
31,8183,1.0
31,8454,1.0
31,9062,1.0
31,9791,1.0
31,9821,1.0
31,10102,1.0
31,14162,1.0
31,14539,1.0
31,14580,1.0
31,14945,1.0
31,16274,1.0
31,16334,1.0
31,17872,1.0
31,20074,1.0
31,20747,1.0
31,22794,1.0
31,22817,1.0
31,23373,1.0
31,25004,1.0
31,25253,1.0
31,25570,1.0
31,26646,1.0
31,27039,1.0
31,27959,1.0
31,28783,1.0
31,29230,1.0
32,16,1.0
32,86,1.0
32,95,1.0
32,97,1.0
32,414,1.0
32,505,1.0
32,514,1.0
32,523,1.0
32,656,1.0
32,681,1.0
32,1101,1.0
32,1208,1.0
32,1220,1.0
32,4577,1.0
32,4717,1.0
32,5040,1.0
32,5753,1.0
32,7768,1.0
32,8158,1.0
32,8886,1.0
32,9332,1.0
32,10725,1.0
32,11077,1.0
32,12014,1.0
32,12028,1.0
32,12826,1.0
32,13684,1.0
32,13795,1.0
32,14126,1.0
32,14352,1.0
32,15782,1.0
32,17299,1.0
32,17881,1.0
32,18351,1.0
32,21220,1.0
32,21824,1.0
32,23556,1.0
32,24156,1.0
32,24706,1.0
32,24954,1.0
32,25665,1.0
32,27529,1.0
32,27595,1.0
32,27757,1.0
32,27855,1.0
32,27973,1.0
32,28229,1.0
32,28454,1.0
32,29102,1.0
32,29172,1.0
32,29632,1.0
32,30665,1.0
33,1043,1.0
33,1453,1.0
33,1511,1.0
33,2530,1.0
33,2591,1.0
33,3190,1.0
33,7290,1.0
33,20532,1.0
33,30605,1.0
34,25,1.0
34,1220,1.0
34,8349,1.0
34,8440,1.0
34,10598,1.0
34,12262,1.0
34,12315,1.0
34,16563,1.0
34,17530,1.0
34,20377,1.0
34,20875,1.0
34,21170,1.0
34,30647,1.0
37,16,1.0
37,138,1.0
37,177,1.0
37,251,1.0
39,304,1.0
39,693,1.0
39,1012,1.0
39,2325,1.0
39,2481,1.0
39,2882,1.0
39,3185,1.0
39,3409,1.0
39,3629,1.0
39,3851,1.0
39,4531,1.0
39,6128,1.0
39,6785,1.0
39,7425,1.0
39,7772,1.0
39,8052,1.0
39,8441,1.0
39,8675,1.0
39,8691,1.0
39,8778,1.0
39,8862,1.0
39,9042,1.0
39,9245,1.0
39,9515,1.0
39,10433,1.0
39,10491,1.0
39,10607,1.0
39,11222,1.0
39,11380,1.0
39,11498,1.0
39,12178,1.0
39,12230,1.0
39,12343,1.0
39,12458,1.0
39,12899,1.0
39,12925,1.0
39,13034,1.0
39,13289,1.0
39,13693,1.0
39,14211,1.0
39,14399,1.0
39,14484,1.0
39,14551,1.0
39,14682,1.0
39,14710,1.0
39,14920,1.0
39,15372,1.0
39,15505,1.0
39,15526,1.0
39,15778,1.0
39,15858,1.0
39,16436,1.0
39,16510,1.0
39,16603,1.0
39,16615,1.0
39,16654,1.0
39,16981,1.0
39,16985,1.0
39,17007,1.0
39,17076,1.0
39,17127,1.0
39,17617,1.0
39,17806,1.0
39,17831,1.0
39,18052,1.0
39,18108,1.0
39,18351,1.0
39,18752,1.0
39,18910,1.0
39,19074,1.0
39,19724,1.0
39,20264,1.0
39,21142,1.0
39,21254,1.0
39,21648,1.0
39,21689,1.0
39,23855,1.0
39,23995,1.0
39,24109,1.0
39,24720,1.0
39,24786,1.0
39,26616,1.0
39,26832,1.0
39,27040,1.0
39,27304,1.0
39,27552,1.0
39,28833,1.0
39,29494,1.0
39,29558,1.0
39,30058,1.0
39,30838,1.0
39,31020,1.0
39,31177,1.0
40,184,1.0
40,620,1.0
40,4913,1.0
40,6363,1.0
40,8114,1.0
40,15813,1.0
40,19147,1.0
40,21919,1.0
40,25022,1.0
40,27540,1.0
40,30286,1.0
41,1,1.0
41,431,1.0
41,494,1.0
41,569,1.0
41,590,1.0
41,796,1.0
41,1449,1.0
41,1452,1.0
41,1820,1.0
41,1828,1.0
41,2000,1.0
41,2632,1.0
41,4494,1.0
41,5425,1.0
41,9814,1.0
41,10288,1.0
41,13627,1.0
41,15961,1.0
41,17823,1.0
41,21213,1.0
41,24255,1.0
41,28273,1.0
41,28905,1.0
41,29519,1.0
42,0,1.0
42,431,1.0
42,806,1.0
42,1313,1.0
42,2482,1.0
42,3557,1.0
42,4071,1.0
42,4115,1.0
42,4876,1.0
42,5221,1.0
42,5525,1.0
42,7562,1.0
42,7960,1.0
42,13404,1.0
42,14674,1.0
42,17931,1.0
42,29574,1.0
43,5,1.0
43,45,1.0
43,220,1.0
43,226,1.0
43,744,1.0
43,754,1.0
43,1534,1.0
43,1894,1.0
43,2110,1.0
43,4488,1.0
43,5444,1.0
43,5817,1.0
43,6826,1.0
43,8273,1.0
43,9619,1.0
43,11542,1.0
43,11715,1.0
43,11894,1.0
43,11971,1.0
43,12343,1.0
43,13229,1.0
43,13586,1.0
43,14358,1.0
43,16079,1.0
43,16147,1.0
43,17703,1.0
43,18186,1.0
43,19183,1.0
43,20007,1.0
43,20875,1.0
43,21034,1.0
43,23105,1.0
43,24451,1.0
43,25947,1.0
43,26066,1.0
43,28140,1.0
43,28594,1.0
43,30628,1.0
43,30885,1.0
44,181,1.0
44,391,1.0
44,411,1.0
44,675,1.0
44,832,1.0
44,841,1.0
44,1307,1.0
44,4596,1.0
44,6581,1.0
44,7113,1.0
44,8454,1.0
44,11342,1.0
44,20150,1.0
44,23173,1.0
44,29438,1.0
45,12,1.0
45,16,1.0
45,95,1.0
45,156,1.0
45,251,1.0
45,505,1.0
45,523,1.0
45,758,1.0
45,1063,1.0
45,9301,1.0
45,9336,1.0
45,11058,1.0
45,11189,1.0
45,12021,1.0
45,12466,1.0
45,13753,1.0
45,18654,1.0
45,19379,1.0
45,21342,1.0
45,21486,1.0
45,22635,1.0
45,23468,1.0
45,27166,1.0
45,27282,1.0
45,27855,1.0
45,29632,1.0
46,5066,1.0
46,13777,1.0
47,120,1.0
47,711,1.0
47,1264,1.0
47,7929,1.0
47,12999,1.0
47,13795,1.0
47,16929,1.0
47,18730,1.0
47,28435,1.0
48,49,1.0
48,505,1.0
48,832,1.0
48,1101,1.0
48,2877,1.0
48,3050,1.0
48,5040,1.0
48,5274,1.0
48,7929,1.0
48,9846,1.0
48,10528,1.0
48,10678,1.0
48,10680,1.0
48,10892,1.0
48,11560,1.0
48,12999,1.0
48,13654,1.0
48,13795,1.0
48,14126,1.0
48,14636,1.0
48,14682,1.0
48,14922,1.0
48,15134,1.0
48,15869,1.0
48,18654,1.0
48,19404,1.0
48,19899,1.0
48,21608,1.0
48,23199,1.0
48,24156,1.0
48,25514,1.0
48,27552,1.0
48,27670,1.0
48,28436,1.0
48,29100,1.0
48,29265,1.0
48,29454,1.0
49,12,1.0
49,32,1.0
49,87,1.0
49,91,1.0
49,112,1.0
49,251,1.0
49,505,1.0
49,4636,1.0
49,7499,1.0
49,10662,1.0
49,12737,1.0
49,24824,1.0
49,28582,1.0
49,30522,1.0
50,0,1.0
50,7,1.0
50,9,1.0
50,10,1.0
50,12,1.0
50,13,1.0
50,14,1.0
50,15,1.0
50,25,1.0
50,28,1.0
50,32,1.0
50,34,1.0
50,42,1.0
50,49,1.0
50,59,1.0
50,61,1.0
50,63,1.0
50,65,1.0
50,74,1.0
50,78,1.0
50,87,1.0
50,88,1.0
50,99,1.0
50,101,1.0
50,102,1.0
50,108,1.0
50,109,1.0
50,110,1.0
50,126,1.0
50,136,1.0
50,140,1.0
50,153,1.0
50,156,1.0
50,165,1.0
50,168,1.0
50,174,1.0
50,188,1.0
50,198,1.0
50,218,1.0
50,222,1.0
50,245,1.0
50,251,1.0
50,268,1.0
50,272,1.0
50,273,1.0
50,275,1.0
50,278,1.0
50,300,1.0
50,315,1.0
50,318,1.0
50,325,1.0
50,326,1.0
50,337,1.0
50,343,1.0
50,344,1.0
50,364,1.0
50,365,1.0
50,366,1.0
50,368,1.0
50,378,1.0
50,382,1.0
50,385,1.0
50,387,1.0
50,395,1.0
50,398,1.0
50,400,1.0
50,407,1.0
50,414,1.0
50,429,1.0
50,431,1.0
50,450,1.0
50,451,1.0
50,452,1.0
50,454,1.0
50,456,1.0
50,464,1.0
50,498,1.0
50,505,1.0
50,506,1.0
50,507,1.0
50,508,1.0
50,522,1.0
50,523,1.0
50,525,1.0
50,534,1.0
50,540,1.0
50,552,1.0
50,554,1.0
50,555,1.0
50,556,1.0
50,563,1.0
50,569,1.0
50,576,1.0
50,579,1.0
50,582,1.0
50,583,1.0
50,584,1.0
50,587,1.0
50,593,1.0
50,601,1.0
50,603,1.0
50,621,1.0
50,642,1.0
50,644,1.0
50,661,1.0
50,662,1.0
50,663,1.0
50,674,1.0
50,675,1.0
50,696,1.0
50,715,1.0
50,733,1.0
50,758,1.0
50,806,1.0
50,816,1.0
50,817,1.0
50,830,1.0
50,832,1.0
50,837,1.0
50,840,1.0
50,857,1.0
50,859,1.0
50,865,1.0
50,880,1.0
50,883,1.0
50,892,1.0
50,894,1.0
50,895,1.0
50,900,1.0
50,920,1.0
50,922,1.0
50,951,1.0
50,952,1.0
50,957,1.0
50,981,1.0
50,982,1.0
50,999,1.0
50,1000,1.0
50,1023,1.0
50,1043,1.0
50,1063,1.0
50,1083,1.0
50,1095,1.0
50,1096,1.0
50,1101,1.0
50,1114,1.0
50,1125,1.0
50,1127,1.0
50,1151,1.0
50,1159,1.0
50,1171,1.0
50,1188,1.0
50,1189,1.0
50,1231,1.0
50,1237,1.0
50,1253,1.0
50,1254,1.0
50,1263,1.0
50,1264,1.0
50,1287,1.0
50,1293,1.0
50,1318,1.0
50,1378,1.0
50,1390,1.0
50,1434,1.0
50,1438,1.0
50,1462,1.0
50,1526,1.0
50,1531,1.0
50,1537,1.0
50,1559,1.0
50,1579,1.0
50,1604,1.0
50,1615,1.0
50,1620,1.0
50,1622,1.0
50,1625,1.0
50,1649,1.0
50,1663,1.0
50,1684,1.0
50,1728,1.0
50,1729,1.0
50,1731,1.0
50,1784,1.0
50,1786,1.0
50,1801,1.0
50,1864,1.0
50,1877,1.0
50,1965,1.0
50,2027,1.0
50,2052,1.0
50,2063,1.0
50,2082,1.0
50,2257,1.0
50,2269,1.0
50,2323,1.0
50,2359,1.0
50,2400,1.0
50,2401,1.0
50,2476,1.0
50,2482,1.0
50,2487,1.0
50,2636,1.0
50,2640,1.0
50,2704,1.0
50,2787,1.0
50,2794,1.0
50,2821,1.0
50,2867,1.0
50,2874,1.0
50,2893,1.0
50,2914,1.0
50,2920,1.0
50,2964,1.0
50,2975,1.0
50,3050,1.0
50,3084,1.0
50,3092,1.0
50,3135,1.0
50,3194,1.0
50,3234,1.0
50,3261,1.0
50,3287,1.0
50,3369,1.0
50,3442,1.0
50,3463,1.0
50,3490,1.0
50,3509,1.0
50,3522,1.0
50,3577,1.0
50,3677,1.0
50,3720,1.0
50,3735,1.0
50,3803,1.0
50,3806,1.0
50,3810,1.0
50,3822,1.0
50,3837,1.0
50,3859,1.0
50,3948,1.0
50,4163,1.0
50,4165,1.0
50,4226,1.0
50,4292,1.0
50,4320,1.0
50,4330,1.0
50,4473,1.0
50,4560,1.0
50,4677,1.0
50,4679,1.0
50,4861,1.0
50,4869,1.0
50,5166,1.0
50,5204,1.0
50,5232,1.0
50,5261,1.0
50,5375,1.0
50,5474,1.0
50,5630,1.0
50,5850,1.0
50,5880,1.0
50,5969,1.0
50,5976,1.0
50,5983,1.0
50,6019,1.0
50,6235,1.0
50,6255,1.0
50,6402,1.0
50,6581,1.0
50,6674,1.0
50,6691,1.0
50,6744,1.0
50,6899,1.0
50,6947,1.0
50,6975,1.0
50,6994,1.0
50,7009,1.0
50,7064,1.0
50,7113,1.0
50,7381,1.0
50,7476,1.0
50,7499,1.0
50,7506,1.0
50,7625,1.0
50,7677,1.0
50,7892,1.0
50,7929,1.0
50,7957,1.0
50,8028,1.0
50,8059,1.0
50,8138,1.0
50,8153,1.0
50,8182,1.0
50,8349,1.0
50,8377,1.0
50,8415,1.0
50,8449,1.0
50,8454,1.0
50,8462,1.0
50,8699,1.0
50,9067,1.0
50,9134,1.0
50,9218,1.0
50,9339,1.0
50,9405,1.0
50,9546,1.0
50,9571,1.0
50,9651,1.0
50,9655,1.0
50,9664,1.0
50,9850,1.0
50,9960,1.0
50,10013,1.0
50,10073,1.0
50,10102,1.0
50,10133,1.0
50,10152,1.0
50,10169,1.0
50,10230,1.0
50,10232,1.0
50,10278,1.0
50,10300,1.0
50,10322,1.0
50,10358,1.0
50,10515,1.0
50,10517,1.0
50,10571,1.0
50,10636,1.0
50,10676,1.0
50,10718,1.0
50,10733,1.0
50,10759,1.0
50,10766,1.0
50,10813,1.0
50,10837,1.0
50,10880,1.0
50,11189,1.0
50,11303,1.0
50,11310,1.0
50,11368,1.0
50,11464,1.0
50,11474,1.0
50,11560,1.0
50,11567,1.0
50,11836,1.0
50,12167,1.0
